"","alpha","beta_mu","c_mu","omega_mu"
"1",NA,NA,NA,NA
"2",0.20014870521995,7.38185690354297,-1.46331423392125,-4.83382840286019
"3",0.0585460760718057,9.8487066653116,-0.561074447950424,-5.71089621718427
"4",0.419048955909733,9.52390387813329,0.112589374968057,-4.56649820192666
"5",0.180808218052811,3.96500378358783,1.18388008945205,-7.69630095323557
"6",0.277807184563042,2.10312064657993,-1.01612536094487,-3.50117638190847
"7",0.338302510178613,9.96216132528273,-0.260785005528863,-4.24092555029647
"8",0.889276257523338,9.68497606940118,-1.46625197972225,-2.58907035400178
"9",0.407916712786886,2.77881248794703,1.62760988209821,-4.21903124059662
"10",-0.0590126088403535,5.3602865223468,-0.401502657837272,-4.54945896725452
"11",0.383989501356731,8.76803484107261,-0.850766786442323,-4.74766447060344
"12",0.85295519832069,6.89812015309636,-0.950734897235024,-3.02011971444505
"13",0.492678117784707,9.6361509851862,0.887533775492462,-1.31260515776823
"14",0.665030123109233,3.32418237669792,-1.49130708411169,-2.17698427090986
"15",0.0477091699520158,1.71126000269821,1.14441943313111,-1.60125100656133
"16",0.188162563648744,9.43068952579415,1.25060794682706,-3.18870203879832
"17",0.0334481329863246,7.93644096279326,1.64679915835224,-3.39601381473713
"18",0.523919908080376,8.24688395265469,-0.709622968084662,-2.44465679705926
"19",-0.0170659264756669,9.38948197547227,-0.792960453414838,-3.22728307982788
"20",0.155032211252639,9.73115801203498,-0.0894451286395442,-5.94508928734839
"21",0.0120706324062435,9.04704740217614,0.57512863520841,-4.85080208113482
"22",0.698705846959565,5.21999924463344,-1.49974230613626,-3.22032410651887
"23",0.344471325447244,9.08004790810479,1.74016366660075,-5.09582678003879
"24",0.300352468865825,1.77317514835129,-0.340801197583286,-2.35973756940509
"25",0.639016919087226,2.84983426091333,-0.642418104221684,-2.30166847580834
"26",-0.108929610686832,8.34241905904856,1.93128524606236,-4.82985488638076
"27",0.706066545404272,2.36187705621611,0.46786549918971,-1.30123730559694
"28",0.252840354191608,7.30947310171328,-1.88687987915665,-6.84469900876814
"29",0.497870919342557,3.86148282816013,0.430325940021785,-4.05976806384644
"30",0.296033269413829,9.69802302660052,1.17280001901221,-6.9681809456091
"31",0.635664613886426,5.87433821850177,-0.676968374846069,-3.9001836828413
"32",0.512616324829717,9.56385551592305,0.08838506610686,-3.82113487400777
"33",0.658707793106627,8.72131855875612,-0.764439148082713,-4.06023570366349
"34",0.506583183668805,2.49633555690709,1.52429496303095,-3.51205788885435
"35",0.519253512538433,7.47178637108965,-1.29403172611789,-2.76608326233925
"36",0.263632999013082,9.73736578726665,0.288893666284353,-3.05366903637692
"37",0.436395188146482,4.27473186108372,-1.72334745123735,-6.05338131300615
"38",0.161973099966755,7.41860106197582,-1.62358025681126,-6.03335264692589
"39",0.676567423843701,9.71074210804828,0.963404281006872,-5.00452811500779
