"","alpha","mu_beta","mu_c","mu_omega"
"1",NA,NA,NA,NA
"2",0.211704495828599,0.910987134557217,1.89795241691172,-10.3529593609397
"3",2.52570224320516,1.61527844378725,-1.79602611809969,-2.94828019585069
"4",-0.667602076660842,1.82012615026906,0.549454241991043,-5.5244193272596
"5",1.1734453313984,4.04716927325353,2.87951597757638,-4.56091716070185
"6",1.51179763488472,1.37168299639598,-0.563310738652945,-6.44074196916149
"7",-2.11914447555318,3.62571148900315,3.32130623236299,-0.493644945121098
"8",-1.65693110274151,1.65483413962647,-0.904181007295847,-4.02132864237087
"9",1.96269696531817,3.70625565527007,3.71254880912602,1.75779477060181
"10",2.59087353665382,1.34325391962193,2.55179262161255,-7.26053586873619
"11",-2.52023702580482,3.72073723352514,0.930305352434516,-4.82047294367403
"12",-0.852608861401677,3.02807874279097,-2.29439860209823,-1.03836289289079
"13",1.3182847481221,4.06285972218029,3.36021653562784,-8.1740047825391
"14",-1.97514063119888,0.0915487122256309,0.66279442422092,-2.55568845894938
"15",0.541649155318737,4.96863223030232,-2.2544416282326,-4.17670008884437
"16",1.37229381082579,3.78660748829134,-2.00023942068219,-7.80887010548852
"17",-2.64893192471936,4.16703102528118,2.09730399958789,-5.19661979889195
"18",-1.12212218670174,0.212773362873122,1.80395441688597,-1.17825181292344
"19",2.76154088973999,3.30095232813619,0.55052157305181,-7.16672353975656
"20",2.92805971764028,3.46224564360455,0.071470757946372,-4.73728047733262
"21",2.98971584904939,1.48437042720616,2.40541069582105,-4.87487066007546
"22",-2.4361971532926,3.44065826735459,-0.0301766712218523,-7.39752406089987
"23",0.579749818425626,2.18910000286996,0.877223430201411,-5.25827517382131
"24",2.29463874315843,1.28913682885468,1.63141888938844,-8.4967133824826
"25",0.856258409097791,0.157101469812915,-1.63356379978359,-5.19309197398596
"26",-0.234240392223001,3.89381627785042,-2.72765352576971,-5.83864593697483
"27",-2.2102675633505,2.72824742598459,2.65793453343213,-6.80923319190865
"28",-0.234950237441808,1.25304100918584,0.27120303362608,-7.06980344509385
"29",2.97603709157556,4.99562733573839,-2.32762373611331,-3.3288332124623
"30",1.87982978392392,0.83071171422489,-2.08597777970135,-4.16115465613688
"31",-2.36739027500153,2.13689681957476,3.82612651027739,-4.27418535944541
"32",-1.78050993382931,0.0324063375592232,-0.944903742522001,-5.65700022810842
"33",-2.86029267031699,3.1124106911011,3.93208458088338,-5.99932103005033
"34",-1.49521914264187,4.27266253507696,3.81353804469109,-4.67709979583742
"35",-2.61899979086593,0.130351313855499,3.43363737501204,-3.45232914302625
"36",0.222981754224747,4.02274163207039,0.213102098554373,-3.60541158095461
"37",0.932234999723732,4.34392893104814,0.126302789896727,-2.98418938689103
"38",2.00430910522118,3.20633101626299,-2.76193825528026,-8.78729501441999
"39",-0.173076186329126,0.121468061115593,0.937604637816548,2.00108152967221
"40",2.20722284261137,3.7246551073622,0.271687470376492,-2.1040580896129
"41",-0.708081198390573,4.72933863289654,-0.526430824771523,-3.53114840300364
"42",0.925470842979848,1.33192979265004,2.45206213742495,-7.27159043527555
"43",0.827859681565315,2.21298964577727,-3.68048029951751,0.677900930162746
"44",2.28207265259698,0.113371801562607,3.80205384455621,-1.34681334229825
"45",1.87797790020704,4.42385131842457,2.7599203363061,-0.822997358575316
"46",2.46899476088583,4.09082219121046,-1.41731071844697,-10.9688747066895
"47",1.60723916022107,3.23404435650446,3.301807327196,-2.6361584245623
"48",0.51560429809615,0.413477924885228,3.86340438760817,-3.80351165209065
"49",-1.43001467501745,0.909201925387606,2.36526350863278,-2.47025778332168
"50",-0.0976331848651171,4.19780596159399,2.49979482963681,-9.9083123256394
"51",-2.15606008144096,2.33581954147667,-1.51368113979697,-1.92000864017069
